adver_number,brand,class_,variant_,km,engine_capacity_cc,fuel,gear,adver_date,year,city,price_tl,variant,title,city_
#4563476,Mercedes,C-Class,Other,67000,1301-1600 cc,Diesel,Automatic,05/02/2021,2017,Istanbul,445950,Other,TOPÇUOĞLU OTOMOTİV DEN 2017 MERCEDES C200 DİZEL 67 BİNDE Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Istanbul
#4719368,Mercedes,C-Class,C 180,197000,1300 cc and lower,Petrol,Automatic,05/02/2021,2010,Istanbul,206500,C 180 Komp. BlueEfficiency Avantgarde,ONS MOTORS DAN 2010 C180 SUNROOF DERİ KOLTUK ZENON KOLTUK ISITMA Mercedes - Benz C Serisi C 180 Komp. BlueEfficiency Avantgarde,Istanbul
#4254172,Mercedes,C-Class,Other,140000,1301-1600 cc,Diesel,Automatic,05/02/2021,2015,Istanbul,405000,Other,-REGNO CAR-2015-AMG-İMZALI SERİ-AMG GTR PANJUR-140.000 KM Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Istanbul
#638905,Mercedes,C-Class,C 180,93000,1301-1600 cc,Petrol,Automatic,05/02/2021,2014,Other,327000,C 180 AMG 7G-Tronic,2014 MODEL MERCEDES BENZ C-180 AMG 7G-TRONİC 93.000 KM Mercedes - Benz C Serisi C 180 AMG 7G-Tronic,Tekirdag
#1100244,Mercedes,C-Class,Other,85000,1301-1600 cc,Diesel,Automatic,05/02/2021,2017,Istanbul,365500,Other,DAK AUTO DAN FIRSAT ARACI TRAMERSİZ MERCEDES-BENZ C200 d Mercedes - Benz C Serisi C 200 d BlueTEC Comfort,Istanbul
#2559167,Mercedes,C-Class,Other,45000,1301-1600 cc,Diesel,Automatic,05/02/2021,2016,Istanbul,398500,Other,KUZENLER HONDA DAN 2016 C 200 D AVANTGARDE 45.000 KM BOYASIZ Mercedes - Benz C Serisi C 200 d BlueTEC Avantgarde,Istanbul
#4271261,Mercedes,C-Class,C 180,114000,1300 cc and lower,Petrol,Semi-Automatic,05/02/2021,2012,Istanbul,218000,C 180 BlueEfficiency Fascination,ÖZGÜR OTOMOTİV 2012 C 180 114 BİN KM DE YANLARDA 4 PARÇA BOYALI Mercedes - Benz C Serisi C 180 BlueEfficiency Fascination,Istanbul
#2563093,Mercedes,C-Class,C 180,445000,1300 cc and lower,Petrol,Manual,05/02/2021,1994,Other,55000,C 180 Elegance,ÖZGÜR OTOMOTİV 94 MODEL C 180 LPG Lİ SANRUFLU Mercedes - Benz C Serisi C 180 Elegance,Gaziantep
#1722453,Mercedes,C-Class,C 200,297000,1801-2000 cc,Petrol,Automatic,05/02/2021,1998,Other,76750,C 200 Elegance,1998 MERCEDES C200 TAM OTOMATİK ELEGANCE DİGİTAL KLİMALI Mercedes - Benz C Serisi C 200 Elegance,Gaziantep
#938221,Mercedes,C-Class,Other,80000,1301-1600 cc,Diesel,Automatic,05/02/2021,2017,Istanbul,419000,Other,HATASIZ Boyasız 2017 Mercedes C 200d BlueTEC AMG SERVİS BAKIMLI Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Istanbul
#839712,Mercedes,C-Class,Other,136000,1301-1600 cc,Diesel,Automatic,05/02/2021,2015,Istanbul,339950,Other,C200 d CAMTAVAN ELEKTİRİKLİ DERİ ISITMA KOLTUKLAR SRV BAKIMLI Mercedes - Benz C Serisi C 200 d BlueTEC Fascination,Istanbul
#1053503,Mercedes,C-Class,C 180,228000,1301-1600 cc,Petrol,Automatic,05/02/2021,2010,Istanbul,187000,C 180 Komp. BlueEfficiency AMG,AKDENİZ AUTO MERCEDES C180 AMG 1.6 MAKYAJLI KASA CAM TAVAN FULL Mercedes - Benz C Serisi C 180 Komp. BlueEfficiency AMG,Istanbul
#3259341,Mercedes,C-Class,C 180,296000,1300 cc and lower,Petrol,Automatic,05/02/2021,2009,Istanbul,188000,C 180 BlueEfficiency Avantgarde,ERL MOTORS DAN 2009 MERCEDES C180 BLUEEFFİCİENCY AVANTGARDE Mercedes - Benz C Serisi C 180 BlueEfficiency Avantgarde,Istanbul
#4510920,Mercedes,C-Class,C 220,355000,2001-2500 cc,Diesel,Automatic,05/02/2021,2008,Other,174500,C 220 CDI Avantgarde,ALTAŞ OTO MALATYA 2008 C220 CDI AMG HASAR KAYITLI Mercedes - Benz C Serisi C 220 CDI Avantgarde,Kocaeli
#4652541,Mercedes,C-Class,Other,80000,1301-1600 cc,Diesel,Automatic,05/02/2021,2018,Other,419000,Other,2018 C 200d BLUETEC EXCLUSIVE 7G-TRONIC Mercedes - Benz C Serisi C 200 d BlueTEC Exclusive,Malatya
#2227531,Mercedes,C-Class,Other,55000,1301-1600 cc,Petrol,Semi-Automatic,05/02/2021,2016,Istanbul,374750,Other,2016 MERCEDES BENZ C180 FASCINATION 7G-TRONIC CAMTVN KEYLESS Mercedes - Benz C Serisi C 180 Fascination,Istanbul
#2812454,Mercedes,C-Class,Other,252000,1301-1600 cc,Petrol,Automatic,05/02/2021,2012,Istanbul,238000,Other,ÖZKARDEŞLER AUTO DAN 80.000 PEŞİNATLA TR NİN EN UCUZU Mercedes - Benz C Serisi C 180 BlueEfficiency Selection Plus,Istanbul
#2541561,Mercedes,C-Class,C 180,279000,1601-1800 cc,Petrol,Manual,05/02/2021,1994,Other,80000,C 180 Elegance,BAYAR-OTOMOTİV DE C 180 LPG li işli MASRAFSIZ Mercedes - Benz C Serisi C 180 Elegance,Adana
#438099,Mercedes,C-Class,Other,249000,2001-2500 cc,Diesel,Automatic,05/02/2021,2008,Other,189000,Other,HSN MOTORS 2008 MERCEDES C220 CDI AMG CAM TAVAN İÇİ BORDO FULL Mercedes - Benz C Serisi C 220 CDI AMG,Manisa
#804732,Mercedes,C-Class,Other,120000,1301-1600 cc,Diesel,Automatic,05/02/2021,2015,Istanbul,407500,Other,İLKAR C200 D AMG EXCULUSİVE SERVİS BAKIMLI HATASIZ 120.000 KM Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Istanbul
#4737720,Mercedes,C-Class,Other,91000,1301-1600 cc,Diesel,Automatic,05/02/2021,2017,Istanbul,415000,Other,TOYOTA DERİNDERE KOÇAKTAN 2017 C 200D AMG ISITMA SOS ANALOG SAAT Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Istanbul
#4135083,Mercedes,C-Class,Other,43000,1301-1600 cc,Diesel,Automatic,05/02/2021,2017,Other,499000,Other,2017 ÖZEL RENK TOUCH PAD İMZALI SERİ HATASIZ Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Samsun
#3708922,Mercedes,C-Class,C 180,114000,1301-1600 cc,Petrol,Automatic,05/02/2021,2014,Other,420000,C 180 AMG 7G-Tronic,ÇANKARA DAN 2014 C180 AMG HAFIZA HEAD-UP BURMESTER BOYASIZ Mercedes - Benz C Serisi C 180 AMG 7G-Tronic,Aydın
#4303642,Mercedes,C-Class,C 200,338000,1801-2000 cc,Petrol,Semi-Automatic,05/02/2021,2001,Other,140000,C 200 Komp. Elegance,ÇANKARA DAN 2001 C200 ELEGANCE OTOMATİK ÇİFT HAFIZA SUNROOF BEJ Mercedes - Benz C Serisi C 200 Komp. Elegance,Konya
#4255359,Mercedes,C-Class,Other,142000,1601-1800 cc,Petrol,Automatic,05/02/2021,2011,Other,267500,Other,ROYAL OTONOMİ DEN DÜŞÜK KM Lİ C180 Mercedes - Benz C Serisi C 180 BlueEfficiency Elegance,Konya
#1199772,Mercedes,C-Class,Other,130000,1301-1600 cc,Diesel,Automatic,05/02/2021,2015,Other,395000,Other,DEĞİŞENSİZ HASARSIZ KAYITSIZ 130 BİNDE DİZEL CAM TAVAN Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Şanlıurfa
#2572148,Mercedes,C-Class,C 180,24000,1301-1600 cc,Petrol,Semi-Automatic,05/02/2021,2016,Other,455900,C 180 Exclusive,GÜVEN AUTO DAN 2016 MDL C180 EXCLUSIVE ORJ. 24BİN KM DE BOYASIZ MERCEDES - BENZ C SERISI C 180 EXCLUSIVE,Kocaeli
#4382770,Mercedes,C-Class,Other,88000,1301-1600 cc,Diesel,Automatic,05/02/2021,2016,Other,419000,Other,MAT GARAGE DAN 2016 MODEL C200d 88.000KM HATASIZ AMG Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Yalova
#4272157,Mercedes,C-Class,C 180,203000,1301-1600 cc,Petrol,Semi-Automatic,05/02/2021,2011,Istanbul,228000,C 180 Komp. BlueEfficiency Fascination,BOYASIZ 2011 MERCEDES C180 KAPALI GARAJ ARACI Mercedes - Benz C Serisi C 180 Komp. BlueEfficiency Fascination,Istanbul
#2376184,Mercedes,C-Class,Other,130000,1301-1600 cc,Petrol,Semi-Automatic,05/02/2021,2015,Other,375500,Other,ÖZÇELİKOĞLU OTOMOTİV FARKI İLE C180 EKSTRA FULL Mercedes - Benz C Serisi C 180 Fascination,Şanlıurfa
#1793525,Mercedes,C-Class,C 180,160000,1301-1600 cc,Petrol,Semi-Automatic,05/02/2021,2010,Other,177900,C 180 Komp. BlueEfficiency Fascination,2010 model MERCEDES C 180 Sunroof lu Otomatik 160.000 km Mercedes - Benz C Serisi C 180 Komp. BlueEfficiency Fascination,Eskişehir
#4736799,Mercedes,C-Class,C 180,116000,1301-1600 cc,Petrol,Automatic,24/01/2021,2016,Other,358750,C 180 AMG 7G-Tronic,Mega Otomotiv. 2016 Mercedes-Benz C 180 AMG EXTRA 0.99 KREDİ Mercedes - Benz C Serisi C 180 AMG 7G-Tronic,Hatay
#167224,Mercedes,C-Class,C 180,160000,1301-1600 cc,Petrol,Semi-Automatic,24/01/2021,2012,Other,248750,C 180 BlueEfficiency AMG,2012 MERCEDES C-180 AMG MAKYAJLI KASA 160.000 KM Mercedes - Benz C Serisi C 180 BlueEfficiency AMG,Mersin
#4101791,Mercedes,C-Class,C 220,208000,2001-2500 cc,Diesel,Automatic,24/01/2021,2006,Istanbul,203000,C 220 CDI Avantgarde,ÇAĞDAŞ AUTODAN HATASIZ BOYASIZ ÇOK TEMİZ MERCEDES Mercedes - Benz C Serisi C 220 CDI Avantgarde,Istanbul
#1926416,Mercedes,C-Class,Other,227000,1801-2000 cc,Petrol,Manual,25/01/2021,1996,Other,73500,200 Komp. Elegance,1996 MODEL 0 MUAYENE LI BAKIMLI KOMPRESSOR,Şanlıurfa
#1872813,Mercedes,C-Class,Other,405000,1601-1800 cc,Petrol,Automatic,26/01/2021,2005,Other,162000,180 Komp. Elegance,TEMİZ KULLANILMIŞ MERCEDES,Sakarya
#4446548,Mercedes,C-Class,Other,177000,1301-1600 cc,Petrol,Automatic,27/01/2021,2012,Other,217000,180 Komp. BlueEfficiency Avantgarde,İLK EL BAKIMLI 177.000 KM DE 2012 MODEL MERCEDES C 180 BLUEFFİCİENCY AVANTGARDE,Elazığ
#3101295,Mercedes,C-Class,C 200,2000,1301-1600 cc,Petrol,Automatic,28/01/2021,2018,Other,580000,C 200 BlueTEC AMG,ASLANOĞLU PLAZA DAN 2018 MERCEDES C 200 AMG 4 MATİC HYBRİD,Ankara
#1980109,Mercedes,C-Class,C 180,160000,1300 cc and lower,Petrol,Automatic,30/01/2021,2012,Other,255000,C 180 Komp. BlueEfficiency AMG,YZR AUTO DAN 2012 MODEL MERCEDES C180 KOMP. BLUEEFFICIENCY AMG MERCEDES - BENZ C SERISI C 180 KOMP. BLUEEFFICIENCY AMG,Gaziantep
#991861,Mercedes,C-Class,B 180,134000,1301-1600 cc,Diesel,Automatic,30/01/2021,2015,Other,387000,200 BlueTEC AMG,SAHIBINDEN MERCEDES - BENZ C 200 BLUETEC AMG 2015 MODEL BOYASIZ HATASIZ TRAMERSİZ,Şanlıurfa
#1887602,Mercedes,C-Class,C 180,252000,1301-1600 cc,Petrol,Semi-Automatic,02/02/2021,2011,Other,175000,C 180 Komp. BlueEfficiency Avantgarde,2011-KOMP.AVANTGARDEN MERCEDES - BENZ C SERISI C 180 KOMP. BLUEEFFICIENCY AVANTGARDE,Adana
#2463600,Mercedes,C-Class,C 180,75000,1301-1600 cc,Petrol,Semi-Automatic,05/02/2021,2016,Istanbul,549950,C 180 AMG 7G-Tronic,İCON AUTO -ÖZEL SİPARİŞ-HATASIZ-AMG -75.000 KM-TABA-ANALOG-F1 Mercedes - Benz C Serisi C 180 AMG 7G-Tronic,Istanbul
#2859122,Mercedes,C-Class,C 180,105000,1301-1600 cc,Petrol,Semi-Automatic,05/02/2021,2011,Istanbul,205000,C 180 Komp. BlueEfficiency Avantgarde,2011 MERCEDES C180 KOMP.BLUE.AVG CAM T. 105.000KM TEMİZ BAKIMLI Mercedes - Benz C Serisi C 180 Komp. BlueEfficiency Avantgarde,Istanbul
#3624191,Mercedes,C-Class,Other,65000,1301-1600 cc,Diesel,Automatic,05/02/2021,2016,Istanbul,359000,Other,PALA OTO 2016 SUNROOF DERİ G.GÖRÜŞ LED CRUISE 65.000 KM DE Mercedes - Benz C Serisi C 200 d BlueTEC Comfort,Istanbul
#4717420,Mercedes,C-Class,Other,80000,1301-1600 cc,Diesel,Automatic,05/02/2021,2016,Istanbul,413500,Other,GÜLKAR DAN 80.000 KM DE LANSMAN RENK TRAMERSİZ C200d AMG Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Istanbul
#1642216,Mercedes,C-Class,C 180,55000,1301-1600 cc,Petrol,Automatic,05/02/2021,2017,Istanbul,524000,C 180 AMG 9G-Tronic,2017 MERCEDES C180 COUPE AMG SUNROOF KOLTUK ISITMA GERİ GÖRÜŞ Mercedes - Benz C Serisi C 180 AMG 9G-Tronic,Istanbul
#708057,Mercedes,C-Class,C 180,45000,1301-1600 cc,Petrol,Automatic,05/02/2021,2015,Istanbul,418000,C 180 AMG 7G-Tronic,2015 C180 AMG GECE PAKETİ PANORAMİK ISITMA GERİGÖRÜŞ HATASIZ Mercedes - Benz C Serisi C 180 AMG 7G-Tronic,Istanbul
#3185621,Mercedes,C-Class,Other,92000,1301-1600 cc,Diesel,Automatic,24/01/2021,2018,Istanbul,477000,Other,Özsağlam dan 2018 Mercedes C200d AMG Boyasız 92binde Beyaz Ful Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Istanbul
#4578976,Mercedes,C-Class,Other,104000,1301-1600 cc,Diesel,Automatic,24/01/2021,2016,Other,383000,Other,PALA OTO 2016 CAM TAVAN G.GÖRÜŞ T.PAD K.ISITMA LED XENON BAYİ Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Konya
#4171281,Mercedes,C-Class,C 200,270000,1601-1800 cc,Petrol,Automatic,24/01/2021,2008,Istanbul,179850,C 200 Komp. Avantgarde,Acil gelen alirrr ÖZEL PLAKA Mercedes - Benz C Serisi C 200 Komp. Avantgarde,Istanbul
#4555976,Mercedes,C-Class,Other,13000,1301-1600 cc,Diesel,Automatic,24/01/2021,2020,Istanbul,699000,Other,PALA OTO TABA CAM TAVAN HAYALET B.EKRAN K.HAFIZA BAYİİ Mercedes - Benz C Serisi C 200 D AMG,Istanbul
#1377038,Mercedes,C-Class,Other,93000,1301-1600 cc,Diesel,Automatic,24/01/2021,2015,Istanbul,363900,Other,2015 C 200 d BlueTEC Avantgarde 7G-Tronic İMZALI SERİ-ORJİNAL Mercedes - Benz C Serisi C 200 d BlueTEC Avantgarde,Istanbul
#2784204,Mercedes,C-Class,C 180,66000,1301-1600 cc,Petrol,Automatic,24/01/2021,2018,Istanbul,489000,C 180 AMG 9G-Tronic,NEVZATOTO-BOYASIZ-HATASIZ-MERCEDES C180 AMG 9G TRONIC FULL PAKET Mercedes - Benz C Serisi C 180 AMG 9G-Tronic,Istanbul
#3580248,Mercedes,C-Class,Other,200000,1301-1600 cc,Diesel,Automatic,24/01/2021,2020,Istanbul,637000,Other,2020 YENİ C200d EXCLUSIVE HAYALET EKRANLI BAYİ ÇIKIŞLI Mercedes - Benz C Serisi C 200 D Exclusive,Istanbul
#3319860,Mercedes,C-Class,Other,93000,1301-1600 cc,Diesel,Automatic,24/01/2021,2016,Istanbul,445000,Other,ÖZGÜVEN OTOMOTİVDEN HATASIZ ISITMA HAFIZA CAM TAVAN KATLANIR AYN Mercedes - Benz C Serisi C 200 d BlueTEC Fascination,Istanbul
#727277,Mercedes,C-Class,Other,175000,1301-1600 cc,Petrol,Semi-Automatic,24/01/2021,2012,Other,317500,Other,ATEŞ AUTO DAN 2012 C180 AMG ÖZEL SERİ BOYASIZ HATASIZ LPG UYUMLU Mercedes - Benz C Serisi C 180 Komp. BlueEfficiency Diamond,Kocaeli
#1323219,Mercedes,C-Class,C 220,290000,2001-2500 cc,Diesel,Automatic,24/01/2021,2009,Other,225000,C 220 CDI Avantgarde,2009 AVANTGARDE CAM TAVAN OTOMATİK Mercedes - Benz C Serisi C 220 CDI Avantgarde,Şanlıurfa
#4197800,Mercedes,C-Class,C 180,60000,1301-1600 cc,Petrol,Semi-Automatic,24/01/2021,2016,Other,524000,C 180 AMG 7G-Tronic,HANCAR MOTORS -SUNROOF-ŞERİT TAKİP-ÖZEL RENK-AHŞAP-KAMERA-CRUİSE Mercedes - Benz C Serisi C 180 AMG 7G-Tronic,Samsun
#4781274,Mercedes,C-Class,Other,60000,1301-1600 cc,Diesel,Automatic,24/01/2021,2016,Istanbul,425000,Other,2016 MODEL SINIFININ EN FULL MODELİ AMG SADECE 60 BİN KM DE Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Istanbul
#1502290,Mercedes,C-Class,C 180,93000,1301-1600 cc,Petrol,Automatic,24/01/2021,2015,Istanbul,365000,C 180 Avantgarde,UĞUR OTO 2015 MERCEDES-BENZ C.180 AVANTGARDE CAM TAVAN G.GÖRÜŞ Mercedes - Benz C Serisi C 180 Avantgarde,Istanbul
#1165306,Mercedes,C-Class,Other,138000,1301-1600 cc,Diesel,Automatic,24/01/2021,2016,Other,414000,Other,2016 MERSEDES C200D AMG ANALOG SAAT BOYASIZ EKSPER RAPORLU Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Izmir
#3985689,Mercedes,C-Class,Other,42000,1301-1600 cc,Diesel,Automatic,24/01/2021,2017,Other,386900,Other,2017 MODEL 42.000 KM KAZASIZ KOÇFİNANSTAN 10 DK KREDİ Mercedes - Benz C Serisi C 200 d BlueTEC Comfort,Mersin
#4267458,Mercedes,C-Class,Other,171000,1301-1600 cc,Diesel,Automatic,24/01/2021,2015,Istanbul,415000,Other,2015 MERCEDES C 200 d BlueTEC FASCİNATİON 7G-Tronic CAM TAVAN Mercedes - Benz C Serisi C 200 d BlueTEC Fascination,Istanbul
#2910003,Mercedes,C-Class,C 180,149000,1301-1600 cc,Petrol,Semi-Automatic,24/01/2021,2012,Istanbul,299999,C 180 BlueEfficiency Fascination,ASTANA MOTORS 2012 MODEL C 180 BlueEfficiency Estate MASRAFSIZ Mercedes - Benz C Serisi C 180 BlueEfficiency Fascination,Istanbul
#3356823,Mercedes,C-Class,Other,362000,1801-2000 cc,Petrol,Manual,24/01/2021,1994,Istanbul,62000,Other,C200sport LPG li Mercedes - Benz C Serisi C 200 Sport,Istanbul
#2907869,Mercedes,C-Class,Other,102000,1301-1600 cc,Diesel,Automatic,24/01/2021,2016,Other,419000,Other,FIRSAT TAMAMINA KREDİ 2016 MERCEDESBENZ C200d BlueTEC AMG Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Balıkesir
#3539463,Mercedes,C-Class,C 180,88000,1301-1600 cc,Petrol,Automatic,24/01/2021,2014,Istanbul,394750,C 180 AMG 7G-Tronic,MRC GROUP-2014 C180 AMG 7G-TRONİC 88BİNKM DE HEAD UP DİSPLAY Lİ Mercedes - Benz C Serisi C 180 AMG 7G-Tronic,Istanbul
#749452,Mercedes,C-Class,Other,112000,1301-1600 cc,Diesel,Automatic,24/01/2021,2016,Istanbul,339900,Other,BAYRAM AUTO-2016 MERCEDES C200d KOLUMAN ÇIKIŞLI EMSALSİZ HATASIZ Mercedes - Benz C Serisi C 200 d BlueTEC Comfort,Istanbul
#1599937,Mercedes,C-Class,Other,99000,1301-1600 cc,Diesel,Automatic,24/01/2021,2016,Istanbul,339900,Other,-BAYRAM AUTO-2016 MERCEDES C 200d KOLUMAN ÇIKIŞLI EMSALSİZ Mercedes - Benz C Serisi C 200 d BlueTEC Comfort,Istanbul
#1771239,Mercedes,C-Class,C 180,221000,1601-1800 cc,Petrol,Automatic,24/01/2021,2011,Istanbul,215000,C 180 BlueEfficiency AMG,RAYHAN OTOMOTİVDEN MECDES C180 AMG ORİJİNALBOYASIZ MAKYAJLI KASA Mercedes - Benz C Serisi C 180 BlueEfficiency AMG,Istanbul
#374202,Mercedes,C-Class,Other,39000,1301-1600 cc,Diesel,Automatic,24/01/2021,2016,Other,533000,Other,C 200 d BlueTEC AMG 7G-Tronic Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Adana
#2219588,Mercedes,C-Class,Other,162000,1301-1600 cc,Diesel,Automatic,24/01/2021,2016,Istanbul,342900,Other,ÇETİNKAYA AUTODAN HATASIZ ISITMA HAFIZA CAM TAVAN KATLAN.... Mercedes - Benz C Serisi C 200 d BlueTEC Fascination,Istanbul
#1476190,Mercedes,C-Class,C 180,119000,1301-1600 cc,Petrol,Automatic,24/01/2021,2011,Istanbul,229750,C 180 Komp. BlueEfficiency AMG,2011 C180 AMG 119 bin KMDE HATASIZ CAM TAVANLI BAYİİ ÇIKIŞLI Mercedes - Benz C Serisi C 180 Komp. BlueEfficiency AMG,Istanbul
#1588671,Mercedes,C-Class,C 180,245000,1301-1600 cc,Petrol,Semi-Automatic,24/01/2021,2012,Istanbul,248000,C 180 Komp. BlueEfficiency AMG,2012 AMG CAMTAVAN ZENONLU Mercedes - Benz C Serisi C 180 Komp. BlueEfficiency AMG,Istanbul
#1281236,Mercedes,C-Class,C 180,54000,1301-1600 cc,Petrol,Semi-Automatic,24/01/2021,2016,Other,457000,C 180 AMG 7G-Tronic,BKR MOTORSDAN ÖZEL RENK GECE PAKET C180 COUPE Mercedes - Benz C Serisi C 180 AMG 7G-Tronic,Uşak
#1654091,Mercedes,C-Class,Other,29000,1301-1600 cc,Diesel,Automatic,24/01/2021,2018,Other,575000,Other,2018-29 KM-HATASIZ-BOYASIZ-EXCLUSİVE-AMG-ÖZEL SİPARİŞ-TR DE TEK Mercedes - Benz C Serisi C 200 d BlueTEC Exclusive,Konya
#4338650,Mercedes,C-Class,Other,57000,1301-1600 cc,Diesel,Automatic,24/01/2021,2016,Other,427000,Other,TURANOĞLU OTOMOTİVDEN 2016 C200D AMG İMZALI SERİ Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Izmir
#1579393,Mercedes,C-Class,C 180,90000,1301-1600 cc,Petrol,Automatic,24/01/2021,2016,Istanbul,359900,C 180 AMG 7G-Tronic,ORAS DAN 2016 MODEL MERCEDES - BENZ C 180 AMG 90 000KM Mercedes - Benz C Serisi C 180 AMG 7G-Tronic,Istanbul
#2662612,Mercedes,C-Class,Other,65000,1301-1600 cc,Diesel,Automatic,24/01/2021,2017,Istanbul,385950,Other,65BİNDE C 200 d BlueTEC YETKİLİ SERVİS BAKIMLI İLK KULLANICIDAN Mercedes - Benz C Serisi C 200 d BlueTEC Comfort,Istanbul
#3003886,Mercedes,C-Class,Other,70000,1301-1600 cc,Diesel,Automatic,24/01/2021,2015,Istanbul,580000,Other,2015 AMG EMSALSİZ DOLULUKTA FULL FULL TRDE TEK Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Istanbul
#1793942,Mercedes,C-Class,C 180,149000,1301-1600 cc,Petrol,Automatic,24/01/2021,2013,Istanbul,307500,C 180 AMG 7G-Tronic,KARAMANOĞLU OTOMOTİVDEN HATASIZ C180 Mercedes - Benz C Serisi C 180 AMG 7G-Tronic,Istanbul
#1712431,Mercedes,C-Class,C 180,102000,1301-1600 cc,Petrol,Automatic,24/01/2021,2016,Other,392000,C 180 AMG 7G-Tronic,2016 MERCEDES C180 AMG 7 İLERİ 156 HP 102.000 KM DE Mercedes - Benz C Serisi C 180 AMG 7G-Tronic,Van
#2615581,Mercedes,C-Class,C 180,166000,1601-1800 cc,Petrol,Automatic,24/01/2021,2011,Istanbul,225000,C 180 BlueEfficiency AMG,2011 C 180 BlueEFFICIENCY AMG 1.8 7 İLERİ 156 HP 166.000 KM DE Mercedes - Benz C Serisi C 180 BlueEfficiency AMG,Istanbul
#4088272,Mercedes,C-Class,Other,44000,1301-1600 cc,Diesel,Automatic,24/01/2021,2016,Istanbul,442000,Other,2016 44.000km C200d FASCİNATİON TAM DERİ AHŞAP ANALOG BOYASIZ Mercedes - Benz C Serisi C 200 d BlueTEC Fascination,Istanbul
#4354314,Mercedes,C-Class,Other,55000,1301-1600 cc,Diesel,Automatic,24/01/2021,2016,Istanbul,409900,Other,2016 55.000km MERCEDES C200d AVANTGARDE DERİ 18KDV SERVİS BAKIM Mercedes - Benz C Serisi C 200 d BlueTEC Avantgarde,Istanbul
#725070,Mercedes,C-Class,Other,68000,1301-1600 cc,Diesel,Automatic,24/01/2021,2015,Istanbul,383900,Other,2015 68.000 km C200d NAVİGASYON OTOMATİK İÇ BEJ MTV ÖDENDİ Mercedes - Benz C Serisi C 200 d BlueTEC Avantgarde,Istanbul
#4731661,Mercedes,C-Class,Other,53000,1301-1600 cc,Diesel,Automatic,24/01/2021,2015,Istanbul,391900,Other,2015 53.000 km MERCEDES C200d AVANTGARDE MTV ÖDENDİ İÇ BEJ Mercedes - Benz C Serisi C 200 d BlueTEC Avantgarde,Istanbul
#1497057,Mercedes,C-Class,C 180,67000,1301-1600 cc,Petrol,Automatic,24/01/2021,2018,Istanbul,478000,C 180 AMG 9G-Tronic,BOYASIZ DEĞİŞENSİZ İLK EL UZATILMIŞ GARANTİ S.O.S SERVİS BAKIMLI Mercedes - Benz C Serisi C 180 AMG 9G-Tronic,Istanbul
#1621588,Mercedes,C-Class,C 180,109000,1301-1600 cc,Petrol,Semi-Automatic,24/01/2021,2016,Other,505900,C 180 AMG 7G-Tronic,KARAKILIÇ OTOMOTİV 2016 MODEL MERCEDES BENZ C180 COUPE AMG Mercedes - Benz C Serisi C 180 AMG 7G-Tronic,Gaziantep
#2344604,Mercedes,C-Class,Other,39000,1301-1600 cc,Diesel,Automatic,24/01/2021,2017,Other,395000,Other,AND MOTORS 2017 C 200 d COMFORT 39.000KM F1 BOYASIZ SUNROOF Mercedes - Benz C Serisi C 200 D Comfort,Giresun
#892251,Mercedes,C-Class,Other,26000,1301-1600 cc,Petrol,Automatic,24/01/2021,2018,Istanbul,670000,Other,AND MOTORS 2018 C 200 COUPE 4 MATIC HYBRID 26.000 KM BOYASIZ Mercedes - Benz C Serisi C 200 AMG,Istanbul
#801697,Mercedes,C-Class,Other,74000,1301-1600 cc,Diesel,Automatic,24/01/2021,2016,Istanbul,370000,Other,AND MOTORS 2016 C 200 d COMFORT F1 GERİ GÖRÜŞ SUNROOF 74.000KM Mercedes - Benz C Serisi C 200 D Comfort,Istanbul
#4049134,Mercedes,C-Class,C 180,399000,1601-1800 cc,Petrol,Automatic,24/01/2021,2006,Istanbul,128500,C 180 Komp. Avantgarde,2006 C180 AVANTGARDE OTOMATİK FULL DERİ YENİ MUAYENELİ ZENON FUL Mercedes - Benz C Serisi C 180 Komp. Avantgarde,Istanbul
#1994609,Mercedes,C-Class,Other,196000,1601-1800 cc,Petrol,Semi-Automatic,24/01/2021,2011,Istanbul,217500,Other,HGS OTOMOTİV HATASIZ BOYASIZ MERCEDES C180 BLUEEFFİCİENCY START Mercedes - Benz C Serisi C 180 BlueEfficiency Start,Istanbul
#4601621,Mercedes,C-Class,C 180,62000,1301-1600 cc,Petrol,Automatic,24/01/2021,2016,Istanbul,414900,C 180 AMG 7G-Tronic,2016 MERCEDES C180 AMG 360 DERECE KAMERA MEVCUT HATASIZ BOYASIZ Mercedes - Benz C Serisi C 180 AMG 7G-Tronic,Istanbul
